geneId,geneSymbol,DSI,DPI,PLI,protein_class_name,protein_class,NofDiseases,NofPmids
978,CDA,0.56,0.73,0.01,Enzyme,DTO_05007624,103,124
983,CDK1,0.48,0.81,0.99,Kinase,DTO_03300101,214,338
990,CDC6,0.55,0.73,0.00,NULL,NULL,130,59
991,CDC20,0.59,0.58,0.00,"Enzyme modulator",DTO_05007584,86,79
993,CDC25A,0.56,0.62,0.84,Enzyme,DTO_05007624,105,106
994,CDC25B,0.60,0.65,0.36,Enzyme,DTO_05007624,70,52
995,CDC25C,0.58,0.77,0.00,Enzyme,DTO_05007624,95,104
998,CDC42,0.46,0.85,0.79,"Enzyme modulator",DTO_05007584,327,356
999,CDH1,0.40,0.81,0.15,NULL,NULL,508,1228
1000,CDH2,0.54,0.73,0.99,NULL,NULL,135,116
1001,CDH3,0.56,0.62,0.00,NULL,NULL,119,74
1003,CDH5,0.56,0.69,0.51,NULL,NULL,103,86
1009,CDH11,0.51,0.81,1.00,NULL,NULL,203,106
1012,CDH13,0.50,0.85,0.00,NULL,NULL,205,209
1015,CDH17,0.64,0.62,0.00,NULL,NULL,58,63
1017,CDK2,0.46,0.69,0.61,Kinase,DTO_03300101,270,549
1019,CDK4,0.41,0.81,0.06,Kinase,DTO_03300101,433,1158
1020,CDK5,0.50,0.85,0.14,Kinase,DTO_03300101,204,295
1021,CDK6,0.47,0.73,0.98,Kinase,DTO_03300101,266,340
1022,CDK7,0.57,0.73,0.00,Kinase,DTO_03300101,89,78
1024,CDK8,0.60,0.65,0.41,Kinase,DTO_03300101,82,65
1025,CDK9,0.50,0.77,0.00,Kinase,DTO_03300101,204,224
1026,CDKN1A,0.40,0.77,0.00,NULL,NULL,490,1085
1027,CDKN1B,0.41,0.77,0.62,NULL,NULL,454,842
1028,CDKN1C,0.46,0.85,0.82,NULL,NULL,298,307
1029,CDKN2A,0.30,0.89,0.39,NULL,NULL,1314,5442
1030,CDKN2B,0.42,0.77,0.01,NULL,NULL,440,690
1031,CDKN2C,0.53,0.65,0.40,NULL,NULL,149,122
1032,CDKN2D,0.55,0.77,0.49,NULL,NULL,110,115
1033,CDKN3,0.51,0.77,0.00,NULL,NULL,150,192
1038,CDR1,0.58,0.81,NULL,NULL,NULL,87,92
1041,CDSN,0.59,0.73,0.46,NULL,NULL,101,156
1043,CD52,0.62,0.50,0.40,NULL,NULL,60,86
1044,CDX1,0.64,0.35,0.14,"Transcription factor",DTO_05007542,54,67
1045,CDX2,0.46,0.77,0.53,"Transcription factor",DTO_05007542,278,451
1048,CEACAM5,0.42,0.85,0.00,NULL,NULL,428,1625
1050,CEBPA,0.50,0.69,0.55,"Transcription factor",DTO_05007542,201,368
1051,CEBPB,0.51,0.73,0.36,"Transcription factor",DTO_05007542,182,193
1052,CEBPD,0.57,0.77,0.61,"Transcription factor",DTO_05007542,97,79
1055,CECR,0.60,0.73,NULL,NULL,NULL,81,177
1056,CEL,0.51,0.81,0.00,NULL,NULL,172,175
1066,CES1,0.59,0.69,0.00,Enzyme,DTO_05007624,80,76
1068,CETN1,0.58,0.65,0.22,"Calcium-binding protein",DTO_05007616,82,72
1071,CETP,0.51,0.73,0.00,NULL,NULL,188,552
1072,CFL1,0.53,0.77,0.56,NULL,NULL,153,143
1075,CTSC,0.54,0.73,0.00,Enzyme,DTO_05007624,139,141
1080,CFTR,0.42,0.89,0.00,"Ion channel",DTO_01300327,476,2807
1081,CGA,0.51,0.81,0.35,NULL,NULL,180,155
1082,CGB3,0.57,0.65,0.10,Signaling,DTO_05007599,93,90
1084,CEACAM3,0.49,0.73,0.00,NULL,NULL,204,564
1087,CEACAM7,0.49,0.77,0.00,NULL,NULL,202,556
1103,CHAT,0.52,0.81,0.00,Enzyme,DTO_05007624,230,165
1109,AKR1C4,0.59,0.85,0.00,Enzyme,DTO_05007624,76,65
1111,CHEK1,0.49,0.81,0.00,Kinase,DTO_03300101,195,342
1113,CHGA,0.49,0.81,0.03,NULL,NULL,218,354
1114,CHGB,0.60,0.65,0.00,NULL,NULL,70,57
1116,CHI3L1,0.42,0.89,0.00,NULL,NULL,420,441
1118,CHIT1,0.53,0.69,0.00,NULL,NULL,142,124
1119,CHKA,0.62,0.62,0.23,Kinase,DTO_03300101,64,75
1121,CHM,0.59,0.65,1.00,Enzyme,DTO_05007624,82,159
1129,CHRM2,0.59,0.62,0.18,"G-protein coupled receptor",DTO_02300001,91,57
1130,LYST,0.62,0.69,0.02,NULL,NULL,114,92
1131,CHRM3,0.46,0.89,0.99,"G-protein coupled receptor",DTO_02300001,284,291
1136,CHRNA3,0.59,0.69,0.00,"Ion channel",DTO_01300327,110,177
1137,CHRNA4,0.49,0.81,0.00,"Ion channel",DTO_01300327,248,351
1138,CHRNA5,0.59,0.58,0.00,"Ion channel",DTO_01300327,110,190
1139,CHRNA7,0.53,0.65,0.00,"Ion channel",DTO_01300327,172,138
1141,CHRNB2,0.62,0.31,0.00,"Ion channel",DTO_01300327,96,63
1143,CHRNB4,0.64,0.42,0.14,"Ion channel",DTO_01300327,75,80
1145,CHRNE,0.64,0.58,0.00,"Ion channel",DTO_01300327,97,59
1147,CHUK,0.56,0.73,0.99,Kinase,DTO_03300101,125,100
1154,CISH,0.50,0.81,0.00,"Enzyme modulator",DTO_05007584,195,241
1161,ERCC8,0.55,0.89,0.00,NULL,NULL,175,106
1163,CKS1B,0.59,0.65,0.43,"Enzyme modulator",DTO_05007584,78,73
1180,CLCN1,0.64,0.42,0.00,"Ion channel",DTO_01300327,67,174
1181,CLCN2,0.63,0.46,0.00,"Ion channel",DTO_01300327,67,62
1182,CLCN3,0.62,0.62,1.00,"Ion channel",DTO_01300327,67,54
1184,CLCN5,0.59,0.58,0.99,"Ion channel",DTO_01300327,101,125
1186,CLCN7,0.59,0.73,0.27,"Ion channel",DTO_01300327,135,74
1188,CLCNKB,0.59,0.69,0.00,"Ion channel",DTO_01300327,139,72
1191,CLU,0.43,0.89,0.00,NULL,NULL,412,568
1192,CLIC1,0.60,0.50,0.00,"Ion channel",DTO_01300327,74,55
1200,TPP1,0.55,0.81,0.00,Enzyme,DTO_05007624,151,175
1201,CLN3,0.57,0.69,0.00,Transporter,DTO_05007405,120,226
1203,CLN5,0.71,0.27,0.00,NULL,NULL,43,56
1211,CLTA,0.63,0.65,0.96,Transporter,DTO_05007405,55,118
1213,CLTC,0.56,0.77,1.00,Transporter,DTO_05007405,141,87
1215,CMA1,0.51,0.69,0.00,Enzyme,DTO_05007624,157,163
1230,CCR1,0.53,0.77,0.39,"G-protein coupled receptor",DTO_02300001,192,103
1232,CCR3,0.53,0.81,0.00,"G-protein coupled receptor",DTO_02300001,149,143
1233,CCR4,0.51,0.73,0.07,"G-protein coupled receptor",DTO_02300001,168,183
1234,CCR5,0.40,0.89,0.00,"G-protein coupled receptor",DTO_02300001,508,1221
1235,CCR6,0.49,0.81,0.01,"G-protein coupled receptor",DTO_02300001,231,225
1236,CCR7,0.44,0.77,0.06,"G-protein coupled receptor",DTO_02300001,320,459
1240,CMKLR1,0.61,0.69,0.01,"G-protein coupled receptor",DTO_02300001,75,61
1241,LTB4R,0.58,0.69,0.12,"G-protein coupled receptor",DTO_02300001,107,75
1244,ABCC2,0.48,0.81,0.00,Transporter,DTO_05007405,254,303
1261,CNGA3,0.65,0.15,0.00,"Ion channel",DTO_01300327,54,74
1267,CNP,0.60,0.69,0.98,Enzyme,DTO_05007624,70,67
1268,CNR1,0.45,0.81,0.51,"G-protein coupled receptor",DTO_02300001,393,502
1269,CNR2,0.51,0.85,0.00,"G-protein coupled receptor",DTO_02300001,197,222
1270,CNTF,0.56,0.62,0.00,NULL,NULL,114,120
1277,COL1A1,0.43,0.81,1.00,NULL,NULL,487,700
1278,COL1A2,0.49,0.85,1.00,NULL,NULL,271,422
1280,COL2A1,0.44,0.85,1.00,NULL,NULL,496,439
1281,COL3A1,0.48,0.81,1.00,NULL,NULL,301,225
1282,COL4A1,0.48,0.73,1.00,NULL,NULL,277,162
1284,COL4A2,0.56,0.65,0.00,NULL,NULL,131,111
1285,COL4A3,0.55,0.69,0.00,NULL,NULL,119,189
1286,COL4A4,0.64,0.50,0.00,NULL,NULL,53,109
1287,COL4A5,0.55,0.65,1.00,NULL,NULL,124,281
1289,COL5A1,0.54,0.77,1.00,NULL,NULL,199,95
1291,COL6A1,0.59,0.73,1.00,Receptor,DTO_05007575,164,95
1292,COL6A2,0.60,0.69,0.00,Receptor,DTO_05007575,124,77
1293,COL6A3,0.56,0.77,0.00,Receptor,DTO_05007575,156,85
1294,COL7A1,0.55,0.81,0.00,Receptor,DTO_05007575,160,265
1297,COL9A1,0.57,0.73,0.00,NULL,NULL,116,70
1298,COL9A2,0.57,0.77,0.00,NULL,NULL,116,94
1299,COL9A3,0.57,0.77,0.00,NULL,NULL,125,93
1300,COL10A1,0.62,0.50,0.00,"Extracellular structure",DTO_05007621,76,65
1301,COL11A1,0.50,0.85,1.00,NULL,NULL,268,118
1302,COL11A2,0.44,0.85,0.70,NULL,NULL,399,716
1308,COL17A1,0.55,0.77,0.00,NULL,NULL,138,206
1311,COMP,0.50,0.81,0.00,NULL,NULL,230,249
1312,COMT,0.40,0.92,0.00,Enzyme,DTO_05007624,622,1381
1316,KLF6,0.50,0.85,0.98,"Nucleic acid binding",DTO_05007557,204,231
1317,SLC31A1,0.61,0.58,0.07,Transporter,DTO_05007405,71,51
1326,MAP3K8,0.52,0.85,0.97,Kinase,DTO_03300101,168,156
1351,COX8A,0.40,0.85,0.12,Enzyme,DTO_05007624,526,1356
1356,CP,0.47,0.85,0.00,Enzyme,DTO_05007624,283,328
1361,CPB2,0.54,0.85,0.00,Enzyme,DTO_05007624,148,128
1363,CPE,0.58,0.69,0.99,NULL,NULL,101,84
1364,CLDN4,0.51,0.69,0.00,"Cell-cell junction",DTO_05007527,164,154
1365,CLDN3,0.56,0.62,0.52,"Cell-cell junction",DTO_05007527,108,103
1366,CLDN7,0.49,0.81,0.00,"Cell-cell junction",DTO_05007527,192,254
1371,CPOX,0.49,0.85,0.17,Enzyme,DTO_05007624,246,322
1373,CPS1,0.59,0.62,0.00,Enzyme,DTO_05007624,133,132
1374,CPT1A,0.56,0.81,0.00,Enzyme,DTO_05007624,143,133
1376,CPT2,0.54,0.77,0.00,Enzyme,DTO_05007624,187,180
1378,CR1,0.53,0.81,0.00,NULL,NULL,129,150
1380,CR2,0.56,0.65,0.00,NULL,NULL,123,116
1385,CREB1,0.46,0.89,1.00,NULL,NULL,294,471
1386,ATF2,0.55,0.81,0.99,"Transcription factor",DTO_05007542,122,114
1387,CREBBP,0.43,0.81,1.00,NULL,NULL,438,434
1390,CREM,0.58,0.69,0.51,NULL,NULL,100,91
1392,CRH,0.44,0.81,0.72,Signaling,DTO_05007599,402,535
1394,CRHR1,0.52,0.77,0.00,NULL,NULL,183,229
1395,CRHR2,0.58,0.73,0.00,"G-protein coupled receptor",DTO_02300001,89,77
1398,CRK,0.39,0.92,0.96,NULL,NULL,544,1074
1399,CRKL,0.55,0.77,0.45,NULL,NULL,140,51
1400,CRMP1,0.53,0.81,0.99,Enzyme,DTO_05007624,148,182
1401,CRP,0.30,0.96,0.00,NULL,NULL,1483,4823
1406,CRX,0.57,0.69,0.51,"Transcription factor",DTO_05007542,128,104
1407,CRY1,0.59,0.77,0.00,Enzyme,DTO_05007624,91,68
1408,CRY2,0.60,0.69,0.00,Enzyme,DTO_05007624,76,73
1409,CRYAA,0.65,0.39,0.17,NULL,NULL,40,62
1410,CRYAB,0.52,0.73,0.02,NULL,NULL,200,185
1421,CRYGD,0.51,0.81,0.00,NULL,NULL,168,296
1429,CRYZ,0.52,0.73,0.00,NULL,NULL,145,196
1431,CS,0.59,0.65,0.98,Enzyme,DTO_05007624,87,70
1432,MAPK14,0.38,0.92,0.37,Kinase,DTO_03300101,626,1297
1434,CSE1L,0.52,0.81,1.00,"Enzyme modulator",DTO_05007584,163,132
1435,CSF1,0.47,0.81,1.00,NULL,NULL,259,303
1436,CSF1R,0.45,0.81,0.13,Kinase,DTO_03300101,356,385
1437,CSF2,0.33,0.96,0.83,Signaling,DTO_05007599,1028,2154
1440,CSF3,0.38,0.89,0.38,NULL,NULL,687,1047
1441,CSF3R,0.55,0.69,0.00,Signaling,DTO_05007599,120,174
1442,CSH1,0.57,0.81,0.00,Signaling,DTO_05007599,105,155
1443,CSH2,0.57,0.81,0.01,Signaling,DTO_05007599,104,153
1445,CSK,0.61,0.69,1.00,Kinase,DTO_03300101,91,86
1462,VCAN,0.50,0.81,1.00,"Extracellular structure",DTO_05007621,205,188
1464,CSPG4,0.60,0.62,0.00,NULL,NULL,75,71
1471,CST3,0.44,0.81,0.00,NULL,NULL,370,585
1475,CSTA,0.59,0.73,0.00,"Enzyme modulator",DTO_05007584,97,52
1476,CSTB,0.53,0.69,0.01,"Enzyme modulator",DTO_05007584,155,131
1482,NKX2-5,0.53,0.69,0.95,"Transcription factor",DTO_05007542,165,134
1483,CTAA1,0.57,0.73,NULL,NULL,NULL,106,127
1485,CTAG1B,0.51,0.73,NULL,NULL,NULL,166,232
1487,CTBP1,0.56,0.69,0.98,"Transcription factor",DTO_05007542,154,64
1490,CCN2,0.40,0.85,0.00,Signaling,DTO_05007599,518,706
1491,CTH,0.58,0.62,0.00,Enzyme,DTO_05007624,93,84
1493,CTLA4,0.37,0.92,0.94,NULL,NULL,722,1761
1495,CTNNA1,0.58,0.54,0.97,"Cellular structure",DTO_05007530,82,55
1497,CTNS,0.63,0.54,0.00,NULL,NULL,88,100
1499,CTNNB1,0.30,0.89,1.00,NULL,NULL,1368,5363
1500,CTNND1,0.50,0.81,1.00,"Cellular structure",DTO_05007530,196,219
1501,CTNND2,0.58,0.73,1.00,"Cellular structure",DTO_05007530,117,63
1506,CTRL,0.60,0.85,0.00,Enzyme,DTO_05007624,76,65
1508,CTSB,0.46,0.85,0.00,Enzyme,DTO_05007624,304,376
1509,CTSD,0.48,0.85,0.00,Enzyme,DTO_05007624,242,317
1511,CTSG,0.56,0.73,0.00,Enzyme,DTO_05007624,95,68
1513,CTSK,0.50,0.81,0.00,Enzyme,DTO_05007624,221,215
1514,CTSL,0.49,0.85,0.01,Enzyme,DTO_05007624,225,191
1520,CTSS,0.54,0.73,0.34,Enzyme,DTO_05007624,131,110
1523,CUX1,0.47,0.85,1.00,"Transcription factor",DTO_05007542,283,313
1524,CX3CR1,0.46,0.89,0.06,"G-protein coupled receptor",DTO_02300001,310,343
1525,CXADR,0.45,0.89,0.37,NULL,NULL,305,520
1535,CYBA,0.52,0.77,0.00,NULL,NULL,177,217
1536,CYBB,0.45,0.89,1.00,"Ion channel",DTO_01300327,343,533
1540,CYLD,0.50,0.85,1.00,Enzyme,DTO_05007624,211,260
1543,CYP1A1,0.44,0.85,0.00,Enzyme,DTO_05007624,379,906
1544,CYP1A2,0.49,0.92,0.00,Enzyme,DTO_05007624,218,318
1545,CYP1B1,0.46,0.77,0.00,Enzyme,DTO_05007624,304,523
1548,CYP2A6,0.56,0.73,0.00,NULL,NULL,133,159
1555,CYP2B6,0.43,0.85,0.00,NULL,NULL,388,582
1557,CYP2C19,0.47,0.85,0.00,NULL,NULL,274,523
1558,CYP2C8,0.62,0.62,0.00,NULL,NULL,73,79
1559,CYP2C9,0.51,0.89,0.00,NULL,NULL,201,284
1565,CYP2D6,0.44,0.89,0.00,NULL,NULL,432,754
1571,CYP2E1,0.46,0.89,0.00,NULL,NULL,306,538
1573,CYP2J2,0.63,0.62,0.00,NULL,NULL,65,68
1576,CYP3A4,0.46,0.89,0.00,Enzyme,DTO_05007624,291,423
1577,CYP3A5,0.51,0.85,0.00,Enzyme,DTO_05007624,179,205
1579,CYP4A11,0.70,0.46,0.00,Enzyme,DTO_05007624,34,52
1581,CYP7A1,0.58,0.62,0.00,Enzyme,DTO_05007624,91,95
1583,CYP11A1,0.55,0.73,0.00,NULL,NULL,166,108
1584,CYP11B1,0.56,0.62,0.00,NULL,NULL,139,171
1585,CYP11B2,0.55,0.62,0.00,NULL,NULL,142,334
1586,CYP17A1,0.46,0.77,0.00,NULL,NULL,326,524
1588,CYP19A1,0.41,0.89,0.00,Enzyme,DTO_05007624,519,1673
1589,CYP21A2,0.53,0.77,0.00,NULL,NULL,166,559
1591,CYP24A1,0.52,0.69,0.00,Enzyme,DTO_05007624,171,220
1593,CYP27A1,0.54,0.73,0.00,Enzyme,DTO_05007624,167,195
1594,CYP27B1,0.50,0.77,0.00,Enzyme,DTO_05007624,229,255
1601,DAB2,0.57,0.73,0.41,Signaling,DTO_05007599,107,90
1602,DACH1,0.60,0.54,1.00,"Transcription factor",DTO_05007542,74,68
1604,CD55,0.51,0.81,0.00,NULL,NULL,187,143
1605,DAG1,0.50,0.81,0.98,Receptor,DTO_05007575,230,239
1610,DAO,0.64,0.62,0.00,NULL,NULL,78,90
1611,DAP,0.53,0.81,0.00,"Enzyme modulator",DTO_05007584,144,123
1612,DAPK1,0.47,0.81,1.00,Kinase,DTO_03300101,249,262
1613,DAPK3,0.61,0.65,0.01,Kinase,DTO_03300101,72,54
1616,DAXX,0.54,0.69,0.10,NULL,NULL,137,107
1617,DAZ1,0.71,0.39,NULL,"Nucleic acid binding",DTO_05007557,23,52
1620,BRINP1,0.62,0.62,0.99,NULL,NULL,64,52
1621,DBH,0.51,0.85,0.00,NULL,NULL,202,244
1628,DBP,0.56,0.73,0.23,"Nucleic acid binding",DTO_05007557,105,195
1629,DBT,0.64,0.46,0.00,Enzyme,DTO_05007624,65,64
1630,DCC,0.47,0.81,0.99,NULL,NULL,279,300
1633,DCK,0.56,0.69,0.00,Kinase,DTO_03300101,102,94
1634,DCN,0.46,0.81,0.31,NULL,NULL,297,295
1636,ACE,0.33,0.92,0.00,Enzyme,DTO_05007624,1082,3552
1638,DCT,0.62,0.65,0.00,Enzyme,DTO_05007624,59,90
1639,DCTN1,0.60,0.50,0.08,Chaperone,DTO_05007613,116,50
1641,DCX,0.51,0.77,0.30,NULL,NULL,175,173
1643,DDB2,0.58,0.65,0.00,"Nucleic acid binding",DTO_05007557,118,65
1644,DDC,0.54,0.77,0.00,NULL,NULL,164,153
1645,AKR1C1,0.59,0.62,0.00,Enzyme,DTO_05007624,80,52
1647,GADD45A,0.53,0.77,0.04,NULL,NULL,151,132
1649,DDIT3,0.47,0.85,0.59,NULL,NULL,264,366
1652,DDT,0.58,0.73,0.33,Enzyme,DTO_05007624,86,73
1654,DDX3X,0.54,0.77,1.00,NULL,NULL,180,122
1655,DDX5,0.59,0.69,1.00,NULL,NULL,77,68
1666,DECR1,0.43,0.89,0.00,Enzyme,DTO_05007624,399,871
1672,DEFB1,0.51,0.81,0.41,NULL,NULL,177,164
1673,DEFB4A,0.51,0.77,0.00,NULL,NULL,177,169
1674,DES,0.46,0.85,0.01,NULL,NULL,330,443
1675,CFD,0.59,0.73,0.00,Enzyme,DTO_05007624,83,58
1678,TIMM8A,0.51,0.85,0.65,NULL,NULL,200,267
1687,GSDME,0.66,0.42,0.00,NULL,NULL,44,55
1690,COCH,0.66,0.39,0.00,Receptor,DTO_05007575,45,63
1714,DGCR,0.68,0.54,NULL,NULL,NULL,38,58
1717,DHCR7,0.50,0.85,0.00,Enzyme,DTO_05007624,266,195
1718,DHCR24,0.50,0.77,0.03,Enzyme,DTO_05007624,216,165
1719,DHFR,0.51,0.81,0.03,Enzyme,DTO_05007624,191,269
1723,DHODH,0.58,0.77,0.00,Enzyme,DTO_05007624,100,75
1725,DHPS,0.67,0.54,0.00,NULL,NULL,62,57
1727,CYB5R3,0.64,0.65,0.00,NULL,NULL,73,58
1728,NQO1,0.43,0.89,0.00,NULL,NULL,368,554
1734,DIO2,0.59,0.73,0.62,NULL,NULL,79,94
1735,DIO3,0.59,0.73,0.62,NULL,NULL,80,54
1736,DKC1,0.55,0.77,1.00,"Nucleic acid binding",DTO_05007557,168,113
1737,DLAT,0.58,0.73,0.00,NULL,NULL,93,84
1738,DLD,0.52,0.77,0.01,Enzyme,DTO_05007624,190,279
1741,DLG3,0.54,0.62,1.00,NULL,NULL,144,65
1742,DLG4,0.60,0.65,1.00,Receptor,DTO_05007575,91,152
1748,DLX4,0.59,0.65,0.02,"Transcription factor",DTO_05007542,105,57
1749,DLX5,0.60,0.69,0.22,"Transcription factor",DTO_05007542,69,54
1755,DMBT1,0.53,0.65,0.00,Enzyme,DTO_05007624,135,104
1756,DMD,0.42,0.92,1.00,NULL,NULL,484,2095
1757,SARDH,0.52,0.85,0.00,Enzyme,DTO_05007624,166,229
1758,DMP1,0.56,0.62,0.00,NULL,NULL,134,86
1759,DNM1,0.60,0.69,1.00,"Enzyme modulator",DTO_05007584,114,78
1760,DMPK,0.60,0.69,0.04,Kinase,DTO_03300101,96,270
1761,DMRT1,0.56,0.65,0.74,NULL,NULL,101,96
1767,DNAH5,0.59,0.69,0.00,Enzyme,DTO_05007624,93,72
1769,DNAH8,0.56,0.73,0.00,Enzyme,DTO_05007624,120,89
1773,DNASE1,0.51,0.85,0.00,NULL,NULL,180,162
1776,DNASE1L3,0.58,0.77,0.00,NULL,NULL,126,69
1778,DYNC1H1,0.55,0.77,1.00,Enzyme,DTO_05007624,174,70
1785,DNM2,0.54,0.77,1.00,"Enzyme modulator",DTO_05007584,178,126
1786,DNMT1,0.41,0.89,1.00,"Epigenetic regulator",DTO_05007378,496,773
1788,DNMT3A,0.45,0.85,0.00,NULL,NULL,350,469
1789,DNMT3B,0.45,0.85,0.20,NULL,NULL,315,383
1791,DNTT,0.61,0.69,0.00,Enzyme,DTO_05007624,70,90
1795,DOCK3,0.62,0.69,1.00,NULL,NULL,85,68
1800,DPEP1,0.57,0.65,0.00,NULL,NULL,100,77
1803,DPP4,0.42,0.81,0.00,Enzyme,DTO_05007624,451,1174
1805,DPT,0.64,0.65,0.00,"Extracellular structure",DTO_05007621,60,141
1806,DPYD,0.49,0.85,0.00,Enzyme,DTO_05007624,249,353
1808,DPYSL2,0.59,0.69,0.99,Enzyme,DTO_05007624,93,89
1811,SLC26A3,0.55,0.69,0.00,Transporter,DTO_05007405,128,116
1812,DRD1,0.53,0.81,0.96,"G-protein coupled receptor",DTO_02300001,181,179
1813,DRD2,0.44,0.85,0.75,"G-protein coupled receptor",DTO_02300001,437,1008
1814,DRD3,0.53,0.69,0.00,"G-protein coupled receptor",DTO_02300001,199,316
1815,DRD4,0.52,0.58,0.00,"G-protein coupled receptor",DTO_02300001,189,487
1816,DRD5,0.60,0.42,0.00,"G-protein coupled receptor",DTO_02300001,73,65
1822,ATN1,0.41,0.89,1.00,NULL,NULL,499,1036
1824,DSC2,0.61,0.54,0.00,"Cell adhesion",DTO_05007620,81,70
1825,DSC3,0.57,0.81,0.00,"Cell adhesion",DTO_05007620,103,72
1827,RCAN1,0.57,0.81,0.02,Signaling,DTO_05007599,110,123
1828,DSG1,0.61,0.54,0.93,"Cell adhesion",DTO_05007620,81,154
1829,DSG2,0.60,0.69,0.00,"Cell adhesion",DTO_05007620,83,117
1830,DSG3,0.60,0.65,0.00,"Cell adhesion",DTO_05007620,78,154
1832,DSP,0.51,0.81,1.00,"Cellular structure",DTO_05007530,191,171
1834,DSPP,0.56,0.77,0.00,NULL,NULL,114,187
1836,SLC26A2,0.55,0.69,0.00,Transporter,DTO_05007405,198,86
1839,HBEGF,0.52,0.77,0.08,Signaling,DTO_05007599,155,144
1843,DUSP1,0.49,0.81,0.01,NULL,NULL,214,201
1844,DUSP2,0.56,0.77,0.00,NULL,NULL,118,94
1846,DUSP4,0.60,0.65,0.88,NULL,NULL,68,58
1847,DUSP5,0.60,0.65,0.00,NULL,NULL,78,55
1848,DUSP6,0.51,0.85,0.98,NULL,NULL,196,101
1859,DYRK1A,0.53,0.77,1.00,Kinase,DTO_03300101,212,192
1861,TOR1A,0.57,0.73,0.00,Chaperone,DTO_05007613,115,337
1869,E2F1,0.44,0.85,0.99,"Nucleic acid binding",DTO_05007557,324,644
1870,E2F2,0.60,0.69,0.26,"Nucleic acid binding",DTO_05007557,75,58
1871,E2F3,0.57,0.69,0.95,"Nucleic acid binding",DTO_05007557,98,123
1874,E2F4,0.60,0.69,0.45,"Nucleic acid binding",DTO_05007557,76,73
1879,EBF1,0.58,0.65,1.00,NULL,NULL,87,68
1889,ECE1,0.54,0.77,0.96,Enzyme,DTO_05007624,157,93
1890,TYMP,0.50,0.77,0.00,Enzyme,DTO_05007624,246,278
1893,ECM1,0.58,0.73,0.00,NULL,NULL,120,93
1894,ECT2,0.60,0.62,0.00,NULL,NULL,65,53
1896,EDA,0.55,0.81,0.97,NULL,NULL,150,186
1901,S1PR1,0.55,0.77,0.73,"G-protein coupled receptor",DTO_02300001,126,135
1902,LPAR1,0.53,0.81,0.19,"G-protein coupled receptor",DTO_02300001,145,117
1906,EDN1,0.38,0.85,0.46,Signaling,DTO_05007599,679,1004
1908,EDN3,0.61,0.58,0.02,Signaling,DTO_05007599,107,57
1909,EDNRA,0.43,0.89,0.99,"G-protein coupled receptor",DTO_02300001,427,605
1910,EDNRB,0.47,0.85,0.01,"G-protein coupled receptor",DTO_02300001,300,289
1915,EEF1A1,0.58,0.65,0.98,Enzyme,DTO_05007624,88,67
1917,EEF1A2,0.55,0.81,1.00,Enzyme,DTO_05007624,166,119
1942,EFNA1,0.61,0.50,0.46,Kinase,DTO_03300101,69,56
1946,EFNA5,0.62,0.65,0.96,Signaling,DTO_05007599,66,50
1947,EFNB1,0.56,0.77,0.93,Signaling,DTO_05007599,134,61
1948,EFNB2,0.56,0.69,0.99,Signaling,DTO_05007599,109,82
1950,EGF,0.36,0.92,0.00,NULL,NULL,774,2462
1952,CELSR2,0.66,0.58,1.00,"G-protein coupled receptor",DTO_02300001,63,53
1956,EGFR,0.30,0.89,0.37,Kinase,DTO_03300101,1394,13546
1958,EGR1,0.43,0.92,0.35,"Nucleic acid binding",DTO_05007557,378,521
1959,EGR2,0.55,0.77,0.50,"Nucleic acid binding",DTO_05007557,133,113
1960,EGR3,0.60,0.73,0.95,"Nucleic acid binding",DTO_05007557,78,68
1965,EIF2S1,0.59,0.69,0.97,"Nucleic acid binding",DTO_05007557,84,67
1967,EIF2B1,0.66,0.54,0.00,NULL,NULL,62,74
1969,EPHA2,0.50,0.73,0.00,Kinase,DTO_03300101,187,268
1973,EIF4A1,0.63,0.65,1.00,NULL,NULL,57,50
1974,EIF4A2,0.60,0.73,1.00,NULL,NULL,74,81
1977,EIF4E,0.45,0.85,0.94,"Nucleic acid binding",DTO_05007557,317,542
1978,EIF4EBP1,0.49,0.89,0.21,"Nucleic acid binding",DTO_05007557,201,217
1981,EIF4G1,0.55,0.81,1.00,"Nucleic acid binding",DTO_05007557,139,125
1982,EIF4G2,0.59,0.69,1.00,"Nucleic acid binding",DTO_05007557,75,69
1984,EIF5A,0.61,0.69,0.74,"Nucleic acid binding",DTO_05007557,68,53
1991,ELANE,0.45,0.85,0.00,Enzyme,DTO_05007624,346,468
1993,ELAVL2,0.49,0.81,1.00,NULL,NULL,199,324
1994,ELAVL1,0.56,0.73,0.99,NULL,NULL,103,98
1999,ELF3,0.55,0.81,0.98,"Transcription factor",DTO_05007542,112,110
2002,ELK1,0.54,0.69,0.94,"Transcription factor",DTO_05007542,114,92
2004,ELK3,0.49,0.85,0.08,"Transcription factor",DTO_05007542,220,279
2006,ELN,0.42,0.89,0.00,NULL,NULL,545,595
2010,EMD,0.54,0.73,0.93,NULL,NULL,163,200
2011,MARK2,0.56,0.69,1.00,Kinase,DTO_03300101,115,104
2012,EMP1,0.56,0.77,0.50,"Cellular structure",DTO_05007530,114,101
2017,CTTN,0.55,0.77,0.09,"Cellular structure",DTO_05007530,124,162
2022,ENG,0.45,0.85,1.00,NULL,NULL,371,419
